id,text,name,date,star
264,"""熱炒的菜色搭配充滿人情味的懷舊氛圍，不只酒客也適合家庭聚餐！大菜甕仔雞（沒香氣不夠味道）和酸菜白肉鍋（湯頭不酸很淡）表現不佳，吳郭魚還不錯肉質鮮嫩，龍珠搭配的花生竟然還是軟的，反倒是金沙豆腐和水蓮炒得好吃！，店家熱情的招待了兩樣菜，吃得超飽～""",土角厝懷舊小吃店,2019/09/14,4
265,"""餐點好吃，氣氛佳，服務也很好，值得推薦～^_^，是下次還會想再來的懷舊餐廳""",土角厝懷舊小吃店,2019/09/14,5
266,"""服務親切、價格合理、復古懷舊風，適合包場辦活動，惟廁所蚊子有點多，餐點好吃，菜色豐富，大推值得一試！""",土角厝懷舊小吃店,2019/09/14,5
267,"""裝潢非常到位，相當用心，料理也的確有古早味，蠻多小時候的味道""",土角厝懷舊小吃店,2019/10/14,5
268,"""菜色口味重偏辣，很下飯和配啤酒""",土角厝懷舊小吃店,2019/10/14,3
269,"""棒極了 喜歡""",土角厝懷舊小吃店,2019/10/14,4
270,"""很有氣氛，口味不錯！雞肉好吃😋""",土角厝懷舊小吃店,2019/10/14,5
271,""" 適合聚會，您可以自由地說話和吃飯。，，""",土角厝懷舊小吃店,2019/10/14,4
272,"""方便，菜色多樣化，口味也合，又不貴，交通便利oK啦。""",土角厝懷舊小吃店,2019/10/14,5
273,""" 好吃，，""",土角厝懷舊小吃店,2019/10/14,4
274,"""2019/10/04 到訪，喝了一整箱的啤酒，對菜沒什麼印象了XDDD，先給個五星，下次再來仔細品嘗料理。""",土角厝懷舊小吃店,2019/10/14,5
275,"""味道還行, 服務態度也不錯""",土角厝懷舊小吃店,2019/10/14,3
276,"""果然很懷舊.... 食物也不錯！""",土角厝懷舊小吃店,2019/10/14,4
277,"""每次經過都客滿，帶家人嚐鮮～，ㄧ進門，環境氛圍很用心，，餐點費用比起附近同性質餐廳偏高之外還沒關係，，但上菜之後發現，東西每一盤是盤面的2/3 少少的，，唯獨推那一隻700元的桶仔雞，好吃！，，應該只會去一次吧！，大家荷包可能要斟酌一下再入內。，，另外還有他們漏了菜，要自己看菜單跟催菜，還有催了才來說沒有食材了，也有2道菜詢問之下說已經製作了，，整桌人最後20分鐘在等老皮愛嫩肉，紅燒鯖魚，這2樣其實不會花太多時間的菜，明顯就是遺漏了...，商家弟弟不誠實...唉...""",土角厝懷舊小吃店,2019/10/14,1
278,""" 用餐，，""",土角厝懷舊小吃店,2019/11/14,4
279,"""充滿著懷舊氣息，僅此加分，上菜速度慢，5個菜等近2小時，，菜色沒有跟著古早味，很可惜，，服務尚可。""",土角厝懷舊小吃店,2019/11/14,3
280,"""有些菜有亮點""",土角厝懷舊小吃店,2019/11/14,4
281,"""佈置方式有令人感傷的衝擊.菜色豐富.價位合理.有點像熱炒店.晚上好像比較熱鬧。""",土角厝懷舊小吃店,2019/11/14,4
282,"""餐點還行，適合三五好友聚餐！""",土角厝懷舊小吃店,2019/11/14,3
283,"""分量稍嫌少，點了幾道，菜色很有古早味，味道都不錯，裝潢很復古很有趣，服務人員態度友善，值得再訪""",土角厝懷舊小吃店,2019/11/14,4
284,"""老闆人很好！""",土角厝懷舊小吃店,2019/11/14,5
285,"""總是有敗類在路邊抽煙""",土角厝懷舊小吃店,2019/12/14,1
286,"""室內空間密閉，聲音會散不出去，感覺很吵，不太適合輕鬆聊天。東西份量有點少。古早味不是只用佈置來呈現，服務人員的笑容可以多一點和口味則是鹽巴可以少一點。""",土角厝懷舊小吃店,2019/12/14,3
287,"""推，服務很可以ㄛ""",土角厝懷舊小吃店,2019/12/14,4
288,"""懷舊特色，餐點一般""",土角厝懷舊小吃店,2019/12/14,4
289,"""裝潢氣氛復古懷舊，上菜速度也沒有像評論所說很慢，口味稍微鹹了一點，畢竟要下酒菜？！，整體菜色 還算滿意，泡菜豬非常雷 實在不建議點，點了要有心理準備😂，服務也不錯，只是冷氣真的有點弱，吃到很熱，換到風口位置，才比較舒適""",土角厝懷舊小吃店,2019/12/14,4
290,"""還行""",土角厝懷舊小吃店,2019/12/14,3
291,""" CP值算高，，""",土角厝懷舊小吃店,2019/12/14,5
292,"""服務親切，價錢平民""",土角厝懷舊小吃店,2019/12/14,5
293,"""菜餚味道似乎沒有到位，，點的雞湯真是輕輕如水""",土角厝懷舊小吃店,2019/12/14,2
294,"""東西好吃，環境懷舊舒服，服務也不錯。""",土角厝懷舊小吃店,2020/01/14,5
295,"""還可以，跟一般熱炒差不多""",土角厝懷舊小吃店,2020/01/14,3
296,"""菜味道還行，但份量不大。今天我最喜歡的一道菜是 “剝皮辣椒雞湯”，好喝。有辣的感覺，但不會辣。 重點：…打卡送燒酒雞一鍋。""",土角厝懷舊小吃店,2020/01/14,4
297,"""金沙軟絲好吃，其他一般般，室內桌吃完後滿身油煙味。""",土角厝懷舊小吃店,2020/01/14,3
298,"""懐舊的好地方""",土角厝懷舊小吃店,2020/01/14,3
299,"""還不錯吃，但炒青菜的份量不大""",土角厝懷舊小吃店,2020/01/14,4
300,"""好吃！值得推薦！在地的客家菜！""",土角厝懷舊小吃店,2020/01/14,5
301,"""服務親切，食材新鮮美味""",土角厝懷舊小吃店,2020/01/14,5
302,"""懷舊裝潢，聚餐喝酒好地方，不知道吃什麼，可以問店家，會用心介紹食物的唷。""",土角厝懷舊小吃店,2020/01/14,5
303,"""好吃！服務員小A也很讚~""",土角厝懷舊小吃店,2020/01/14,5
304,"""裝置古意 口味可以 但是價格偏高分量又很少""",土角厝懷舊小吃店,2020/01/14,3
305,"""菜色好又鮮服務超棒""",土角厝懷舊小吃店,2020/01/14,5
306,"""很有古早味的店。但食有些太鹹有些漁味噌。""",土角厝懷舊小吃店,2020/01/14,4
307,"""牆角邊的小吃店，室內擺飾有60年代的味道，古早味的鍋搭配菜，氣息比快炒店好多了。我們是自帶白金龍，再叫2瓶台啤，沒收開瓶費。""",土角厝懷舊小吃店,2020/01/14,3
308,"""料理普又貴，也不會制止特別吵鬧的客人，用餐體驗超差，完全不推。""",土角厝懷舊小吃店,2020/02/14,1
309,"""味道服務還可以，價錢比一般快炒略貴，美中不足是上菜太慢，白飯也偏硬。""",土角厝懷舊小吃店,2020/02/14,3
310,"""整體口味不錯，很適合和朋友，下酒菜，氛圍很特別，懷舊裝潢，小小美中不足是出菜比較慢""",土角厝懷舊小吃店,2020/02/14,3
311,"""料理實在，適合親子朋友同事聚會✌🏻""",土角厝懷舊小吃店,2020/02/14,5
312,"""聚餐聊天好地方 熱炒料理美味""",土角厝懷舊小吃店,2020/02/14,5
313,"""裝潢走復古懷舊風，大量運用台灣鄉土以及四五年級的老記憶道具。不同年代的大同寶寶收藏十分齊全。菜色多樣，口味雖佳，但份量極小，僅適合4-5人食用。桶仔雞風味不錯，但雞胸部位仍嫌乾材。""",土角厝懷舊小吃店,2020/02/14,3
314,"""懷舊風，經濟實惠""",土角厝懷舊小吃店,2020/02/14,5
315,"""東西還算不錯吃""",土角厝懷舊小吃店,2020/02/14,4
316,"""不錯吃""",土角厝懷舊小吃店,2020/02/14,4
317,"""價格不算便宜，但想要戶外又可以不直接在馬路旁的熱炒店，可以到這享受空曠用餐的感覺。食物一般般，三五好友相約一桌吃飯的氣氛很好。""",土角厝懷舊小吃店,2020/02/14,4
318,"""吃的非常愉快，服務人員非常用心，看到很多有年紀的懷念^^""",土角厝懷舊小吃店,2020/02/14,5
319,""" 家常小吃，小聚方便，，""",土角厝懷舊小吃店,2020/02/14,3
320,"""超懷舊 👍""",土角厝懷舊小吃店,2020/03/14,4
321,"""很有特式的懷舊餐館，跟台灣朋友過來，他們都興奮地一一介紹裡面的小擺設，是兒時台灣的老回憶！""",土角厝懷舊小吃店,2020/03/14,5
322,"""很好的懷舊風情""",土角厝懷舊小吃店,2020/03/14,4
323,"""四個人掃完桌上十道台菜，吃不完的桶仔雞只好外帶回家。，如果有需要在萬隆景美吃桌菜，土角厝可以納入選擇。照片中每道都好吃，沒什麼可挑剔的。""",土角厝懷舊小吃店,2020/03/14,5
324,""" 菜色很有特色，，""",土角厝懷舊小吃店,2020/03/14,3
325,"""是一個很可怕的地方，因為每次都在這裡喝醉，我對這裡最有印象的，就是廁所。菜色不錯，蠻好吃的，只是都酒醉吐光，囧""",土角厝懷舊小吃店,2020/03/14,5
326,"""復古風格，菜色及口味可!""",土角厝懷舊小吃店,2020/04/14,3
327,"""我覺得是一個很溫馨的地👌方""",土角厝懷舊小吃店,2020/04/14,5
328,"""上一次來用餐是同學餐敘，沒得選擇，昨天帶家人第二造訪，點了四菜一湯，味道普普，感覺是廚房不太用心，出菜速度、效率都不甚佳；真心希望店家及老闆能夠好好檢討，用心經營這個位置和環境都還不錯的餐廳。，圖片：即是炒的非常失敗的「螺肉」........""",土角厝懷舊小吃店,2020/04/14,2
329,"""環境很有特色，台灣懷舊的感覺。，但菜的部分我覺得只有烤雞跟炒水蓮比較好吃，其他的菜偏油跟味道普通，而且熱炒類很多是炸的。""",土角厝懷舊小吃店,2020/04/14,3
330,"""味道不佳，只是純喝酒小聚的地方，別太在意色香味，感覺比較重要""",土角厝懷舊小吃店,2020/04/14,2
331,"""裝潢棒 菜色佳 價格也實在 這陣子中午沒開 好可惜 都要等到晚上才有美味可吃""",土角厝懷舊小吃店,2020/05/07,5
332,"""老闆娘親切，在台北這價格，算是實惠，餐點也好吃。""",土角厝懷舊小吃店,2020/05/10,5
