id,name,date,star,text,dish,tag
228,尚介青鵝肉城熱炒,2020/02/09,5,"""吃飯時間人很多 經常客滿 東西好吃量也很多！""",,a
229,尚介青鵝肉城熱炒,2020/02/09,5,"""東西好吃😋老闆人很好👍""",,a
230,尚介青鵝肉城熱炒,2020/02/09,5,"""人氣超旺""",,a
231,尚介青鵝肉城熱炒,2020/02/09,4,"""吃熱炒啊""",,a
232,尚介青鵝肉城熱炒,2020/02/09,4,"""食物還蠻不錯，份量很剛好，價錢蠻親和，宮保皮蛋厲害，其他點菜也好吃，唯獨炒高麗菜普通，但回家後身上都是菸味，(頭髮外套)""","炒高麗菜,b",a
233,尚介青鵝肉城熱炒,2020/02/09,4,"""物美可喝,料多，家庭聚餐的好去處！""",,a
234,尚介青鵝肉城熱炒,2020/03/09,3,"""生意很好，附近社區三五好友聚會小酌好地方""",,a
235,尚介青鵝肉城熱炒,2020/03/09,1,"""以前常來這家吃，料理烹飪不錯吃，所以今晚再度光臨，吃到一半發現，是不是自己走錯了，裡面有人用餐光明正大吸著煙，跟老闆溝通，老闆不但沒有制止抽煙者，反而要我們沒抽煙的換到室外桌子，有沒有搞錯啊！室內也貼著禁菸圖示，有抽煙者應該被請出店外抽（有抽煙的應該被請到室外桌才是，怎麼放任抽煙者在室內抽煙隨著空調冷氣循環整個室內空間呢？）全國首善之區台北市帶頭做錯誤示範嗎？禁菸防治法作假的嗎？鼓勵大家吸二手菸煙嗎？不是有罰則嗎？抽煙者沒有公德心，老闆也昧著良心？""",,c
236,尚介青鵝肉城熱炒,2020/03/09,3,"""好吃，環境稍亂""",,a
237,尚介青鵝肉城熱炒,2020/03/09,4,"""平價，新鮮，好吃""",,a
238,尚介青鵝肉城熱炒,2020/03/09,5,"""兩大一小點了三菜一湯一主食，共570，餐飲好吃，價格合理；店員對小孩子也很照顧。共點炒牛肉、月亮蝦餅、椒鹽杏鮑菇、豬肚湯、炒麵。""","炒牛肉,a?月亮蝦餅,a?椒鹽杏鮑菇,a?豬肚湯,a?炒麵,a",a
239,尚介青鵝肉城熱炒,2020/03/09,5,""" ☺️好吃～，，""",,a
240,尚介青鵝肉城熱炒,2020/03/09,5,""" 好吃，，""",,a
241,尚介青鵝肉城熱炒,2020/03/09,5,"""要吃熱炒店，來這間吃就對了，老闆親切，CP值高 很推👍👍""",,a
242,尚介青鵝肉城熱炒,2020/03/09,4,"""好吃！價格合理！""",,a
243,尚介青鵝肉城熱炒,2020/04/09,5,"""食材新鮮價格便宜，老闆人超好，重點是師傅手藝沒話說。""",,a
244,尚介青鵝肉城熱炒,2020/04/09,5,""" 便宜又好吃～，，""",,a
245,尚介青鵝肉城熱炒,2020/04/09,5,"""不錯吃""",,a
246,尚介青鵝肉城熱炒,2020/04/09,5,""" 好吃，，""",,a
247,尚介青鵝肉城熱炒,2020/04/09,5,"""👍""",,a
248,尚介青鵝肉城熱炒,2020/04/09,5,"""老闆娘老闆人很好，會推薦朋友來，價格餐點都合理👍👍,好吃😋""",,a
249,尚介青鵝肉城熱炒,2020/04/09,3,"""人很多，透抽算新鮮，其他普通，炒牛肉牛肉份量少""","透抽,a?炒牛肉,b",a
250,尚介青鵝肉城熱炒,2020/04/09,5,"""價位實在 服務不輸大餐廳""",,a
251,尚介青鵝肉城熱炒,2020/05/05,4,""" 很好吃👍，，""",,a
